source_file,docket_number,date,court,reference,source_file2,date2,court2
2-2131-14_1.txt, II. US 2131/14, 2015-03-17,ConCo,30 Cdo 400/2012,rozhodnuti-30_Cdo_400_2012.txt,2012-11-21,SupCo
2-1480-17_1.txt, II. US 1480/17, 2017-09-05,ConCo,25 Cdo 2899/2015,rozhodnuti-25_Cdo_2899_2015.txt,2015-10-06,SupCo
2-1480-17_1.txt, II. US 1480/17, 2017-09-05,ConCo,25 Cdo 3379/2015,rozhodnuti-25_Cdo_3379_2015.txt,2015-10-14,SupCo
4-230-01.txt, IV. US 230/01, 2001-08-30,ConCo,26 Cdo 1846/2000,rozhodnuti-26_Cdo_1846_2000.txt,2001-01-31,SupCo
4-966-16_1.txt, IV. US 966/16, 2016-05-10,ConCo,22 Cdo 1997/2000,rozhodnuti-22_Cdo_1997_2000.txt,2000-10-09,SupCo
4-3425-17_1.txt, IV. US 3425/17, 2017-11-28,ConCo,20 Cdo 3635/2017,rozhodnuti-20_Cdo_3635_2017.txt,2017-08-01,SupCo
4-3425-17_1.txt, IV. US 3425/17, 2017-11-28,ConCo,20 Cdo 1918/2017,rozhodnuti-20_Cdo_1918_2017.txt,2017-08-01,SupCo
4-3121-15_1.txt, IV. US 3121/15, 2016-05-10,ConCo,4 Tdo 179/2015,rozhodnuti-4_Tdo_179_2015.txt,2015-03-11,SupCo
2-315-03.txt, II. US 315/03, 2003-09-30,ConCo,28 Cdo 2110/2002,rozhodnuti-28_Cdo_2110_2002.txt,2003-03-21,SupCo
3-4886-12_2.txt, III. US 4886/12, 2013-03-27,ConCo,5 Tdo 31/2010,rozhodnuti-5_Tdo_31_2010.txt,2010-01-27,SupCo
2-498-02.txt, II. US 498/02, 2002-12-05,ConCo,28 Cdo 1355/2002,rozhodnuti-28_Cdo_1355_2002.txt,2002-10-30,SupCo
2-228-01.txt, II. US 228/01, 2001-05-02,ConCo,22 Cdo 352/99,rozhodnuti-22_Cdo_352_99.txt,2001-01-30,SupCo
3-670-02.txt, III. US 670/02, 2002-11-05,ConCo,26 Cdo 908/2001,rozhodnuti-26_Cdo_908_2001.txt,2002-08-01,SupCo
3-1136-11_1.txt, III. US 1136/11, 2011-06-01,ConCo,29 Cdo 1628/2009,rozhodnuti-29_Cdo_1628_2009.txt,2010-10-26,SupCo
3-3334-13_1.txt, III. US 3334/13, 2014-05-15,ConCo,30 Cdo 2174/2012,rozhodnuti-30_Cdo_2174_2012.txt,2013-01-17,SupCo
1-398-12_1.txt, I. US 398/12, 2012-12-04,ConCo,23 Cdo 2799/2009,rozhodnuti-23_Cdo_2799_2009.txt,2011-08-31,SupCo
4-4580-12_1.txt, IV. US 4580/12, 2013-11-12,ConCo,28 Cdo 4887/2010,rozhodnuti-28_Cdo_4887_2010.txt,2012-03-27,SupCo
3-666-01.txt, III. US 666/01, 2001-12-05,ConCo,4 Tvo 116/2001,rozhodnuti-4_Tvo_116_2001.txt,2001-08-28,SupCo
1-1345-10_1.txt, I. US 1345/10, 2013-03-04,ConCo,21 Cdo 1951/2004,rozhodnuti-21_Cdo_1951_2004.txt,2005-03-08,SupCo
4-317-06.txt, IV. US 317/06, 2007-01-18,ConCo,3 Tdo 12/2006,rozhodnuti-3_Tdo_12_2006.txt,2006-03-29,SupCo
4-2870-15_1.txt, IV. US 2870/15, 2017-08-09,ConCo,28 Cdo 3033/2005,rozhodnuti-28_Cdo_3033_2005.txt,2007-08-22,SupCo
4-2870-15_1.txt, IV. US 2870/15, 2017-08-09,ConCo,21 Cdo 762/2001,rozhodnuti-21_Cdo_762_2001.txt,2002-02-28,SupCo
2-1273-17_1.txt, II. US 1273/17, 2017-12-12,ConCo,32 Cdo 2282/2008,rozhodnuti-32_Cdo_2282_2008.txt,2008-07-31,SupCo
2-1273-17_1.txt, II. US 1273/17, 2017-12-12,ConCo,31 Cdo 1945/2010,rozhodnuti-31_Cdo_1945_2010.txt,2011-05-11,SupCo
1-2439-12_2.txt, I. US 2439/12, 2015-01-20,ConCo,6 Tdo 213/2012,rozhodnuti-6_Tdo_213_2012.txt,2012-03-29,SupCo
1-2439-12_2.txt, I. US 2439/12, 2015-01-20,ConCo,7 Tdo 540/2013,rozhodnuti-7_Tdo_540_2013.txt,2013-07-10,SupCo
4-1172-16_1.txt, IV. US 1172/16, 2017-08-02,ConCo,26 Cdo 104/2001,rozhodnuti-26_Cdo_104_2001.txt,2001-01-30,SupCo
2-93-02.txt, II. US 93/02, 2003-05-13,ConCo,21 Cdo 1365/99,rozhodnuti-21_Cdo_1365_99.txt,2000-08-09,SupCo
2-4875-12_1.txt, II. US 4875/12, 2014-12-02,ConCo,21 Cdo 2535/99,rozhodnuti-21_Cdo_2535_99.txt,2001-01-18,SupCo
2-4080-17_1.txt, II. US 4080/17, 2018-01-26,ConCo,32 Cdo 3603/2015,rozhodnuti-32_Cdo_3603_2015.txt,2016-10-26,SupCo
2-4080-17_1.txt, II. US 4080/17, 2018-01-26,ConCo,28 Cdo 5088/2007,rozhodnuti-28_Cdo_5088_2007.txt,2008-07-31,SupCo
2-4080-17_1.txt, II. US 4080/17, 2018-01-26,ConCo,33 Cdo 856/2012,rozhodnuti-33_Cdo_856_2012.txt,2013-08-29,SupCo
2-4080-17_1.txt, II. US 4080/17, 2018-01-26,ConCo,28 Cdo 2004/2013,rozhodnuti-28_Cdo_2004_2013.txt,2014-03-19,SupCo
2-400-04.txt, II. US 400/04, 2005-01-03,ConCo,28 Cdo 320/2004,rozhodnuti-28_Cdo_320_2004.txt,2004-04-20,SupCo
