source_file,docket_number,date,court,reference
4-394-09_1.txt, IV. US 394/09,2010-01-18,ConCo, II US 249/97
3-1318-18_1.txt, III. US 1318/18,2018-09-11,ConCo, Pl. US 45/16
2-1882-14_1.txt, II. US 1882/14,2014-08-12,ConCo, III. US 155/13
2-1957-18_1.txt, II. US 1957/18,2018-07-26,ConCo, III. US 3672/12
2-1957-18_1.txt, II. US 1957/18,2018-07-26,ConCo, II. US 4668/12
2-3449-10_1.txt, II. US 3449/10,2010-12-21,ConCo, I. US 277/2002
2-3449-10_1.txt, II. US 3449/10,2010-12-21,ConCo, I. US 278 /2002
2-3449-10_1.txt, II. US 3449/10,2010-12-21,ConCo, II. US 305/2002
2-3449-10_1.txt, II. US 3449/10,2010-12-21,ConCo, II. US 306/2002
2-3449-10_1.txt, II. US 3449/10,2010-12-21,ConCo, II. US 307/2002
2-3449-10_1.txt, II. US 3449/10,2010-12-21,ConCo, III. US 309/2002
2-3449-10_1.txt, II. US 3449/10,2010-12-21,ConCo, III. US 3010/2002
2-3449-10_1.txt, II. US 3449/10,2010-12-21,ConCo, III. US 3011/2002
2-3449-10_1.txt, II. US 3449/10,2010-12-21,ConCo, IV. US 365/2002
2-3449-10_1.txt, II. US 3449/10,2010-12-21,ConCo, IV. US 367/2002
2-3449-10_1.txt, II. US 3449/10,2010-12-21,ConCo, IV. US 368/2002
4-2414-12_1.txt, IV. US 2414/12,2012-07-17,ConCo, IV. US 2771/11
3-2822-14_1.txt, III. US 2822/14,2015-01-21,ConCo, I. US 1859/20
4-3256-10_1.txt, IV. US 3256/10,2011-01-04,ConCo,usneseni Ustavniho soudu IV. US 125/06
4-3256-10_1.txt, IV. US 3256/10,2011-01-04,ConCo, IV US 158/04
1-337-97.txt, I. US 337/97,1998-08-04,ConCo, P1. US 45/97
1-337-97.txt, I. US 337/97,1998-08-04,ConCo, P1. US 43/96
4-3983-17_1.txt, IV. US 3983/17,2017-12-29,ConCo, I. US 1941/17
1-2539-12_1.txt, I. US 2539/12,2012-07-19,ConCo, III US 2292/08
1-680-08_1.txt, I. US 680/08,2009-07-02,ConCo, Pl US 20/05
1-675-11_1.txt, I. US 675/11,2011-04-14,ConCo, III. US 83/84
3-1669-11_1.txt, III. US 1669/11,2013-05-07,ConCo, II. US 3554/12
2-3977-17_1.txt, II. US 3977/17,2018-04-11,ConCo, Pl. US 45/16
3-80-04.txt, III. US 80/04,2004-04-01,ConCo, II US 651/02
3-2412-17_1.txt, III. US 2412/17,2017-08-15,ConCo, Pl. US 38/14
1-72-06.txt, I. US 72/06,2006-10-04,ConCo, IV. US 707/2002
Pl-45-93.txt, Pl. US 45/93,1994-01-21,ConCo,vyhl. obce Karlstejn - Pl. US 9/93
1-755-11_1.txt, I. US 755/11,2012-01-10,ConCo, II. US 3073/11
3-2981-09_1.txt, III. US 2981/09,2010-01-14,ConCo,Sb. n. u. US sv. 33
1-565-18_1.txt, I. US 565/18,2018-03-06,ConCo, I. US 1202/20
1-1043-09_1.txt, I. US 1043/09,2009-05-13,ConCo, Pl US 6/2005
4-53-14_1.txt, IV. US 53/14,2014-02-26,ConCo, I. US 195/13
1-2140-10_1.txt, I. US 2140/10,2010-08-31,ConCo, III. US 200/98 c
4-770-2000.txt, IV. US 770/2000,2001-12-10,ConCo, III. US 182/99 p
1-2796-12_1.txt, I. US 2796/12,2014-01-06,ConCo, I. US 903/13
1-393-10_1.txt, I. US 393/10,2010-03-17,ConCo, II. US 153/2004
3-142-11_1.txt, III. US 142/11,2011-03-09,ConCo, II. US 961/09
3-3061-17_1.txt, III. US 3061/17,2018-04-24,ConCo,. I. US 4229/12
4-3474-15_1.txt, IV. US 3474/15,2016-02-17,ConCo, I. US 195/13
4-3474-15_1.txt, IV. US 3474/15,2016-02-17,ConCo, II. US 2085/09
2-5-95.txt, II. US 5/95,1995-02-28,ConCo,zn. II US 5/95
3-2963-14_1.txt, III. US 2963/14,2014-10-02,ConCo,ve vecech Pl. US 45/04
3-945-13_1.txt, III. US 945/13,2013-07-23,ConCo, II. US 40/08
Pl-56-05_1.txt, Pl. US 56/05,2008-03-27,ConCo, Pl. US 1/92
2-1793-07_1.txt, II. US 1793/07,2009-03-19,ConCo, III. US 470/19
2-1793-07_1.txt, II. US 1793/07,2009-03-19,ConCo, III. US 301/19
2-1793-07_1.txt, II. US 1793/07,2009-03-19,ConCo, Pl. US 15/19
2-4820-12_1.txt, II. US 4820/12,2013-04-11,ConCo, III. US 466/06
2-374-06_1.txt, II. US 374/06,2006-10-05,ConCo, II. US 643/00
2-374-06_1.txt, II. US 374/06,2006-10-05,ConCo, IV. US 101/00
4-3879-16_1.txt, IV. US 3879/16,2016-12-07,ConCo, II. US 616/16
3-872-09_1.txt, III. US 872/09,2009-06-04,ConCo, IV US 238/99
2-163-08_1.txt, II. US 163/08,2008-03-17,ConCo, III. US 62/05
2-163-08_1.txt, II. US 163/08,2008-03-17,ConCo, I US 86/06
4-100-01.txt, IV. US 100/01,2001-07-10,ConCo,Sb. n. u. US Sv. 4
4-479-08_1.txt, IV. US 479/08,2008-08-27,ConCo, Pl. US - st. 21/05
3-1316-15_2.txt, III. US 1316/15,2016-09-20,ConCo, I US 163/2000
4-491-05.txt, IV. US 491/05,2006-01-26,ConCo,Sb. n. u. US Svazek c. 28 Usneseni c. 37
1-4221-16_1.txt, I. US 4221/16,2017-02-28,ConCo, I US 371/04
3-486-02.txt, III. US 486/02,2002-09-05,ConCo, I. US 12/95
3-1458-10_1.txt, III. US 1458/10,2010-06-16,ConCo,SPR US 1010/08
1-510-06_1.txt, I. US 510/06,2007-04-25,ConCo, Pl. US23/06
1-1015-14_2.txt, I. US 1015/14,2016-08-23,ConCo, I. US 48/13
2-482-16_2.txt, II. US 482/16,2016-11-08,ConCo, III. US 2311/12
1-1010-15_1.txt, I. US 1010/15,2016-02-11,ConCo, I US 4503/12
2-1792-10_1.txt, II. US 1792/10,2010-12-16,ConCo, III. US 1747/2009
2-1792-10_1.txt, II. US 1792/10,2010-12-16,ConCo, II. US 1748/2009
2-1792-10_1.txt, II. US 1792/10,2010-12-16,ConCo, I. US 1746/2009
3-3816-17_1.txt, III. US 3816/17,2018-02-27,ConCo, I. US 4712/12
3-372-06_1.txt, III. US 372/06,2007-11-15,ConCo, III. US 466/06
2-2263-12_1.txt, II. US 2263/12,2012-09-05,ConCo, IV. US 154/2002
4-2237-13_2.txt, IV. US 2237/13,2013-10-15,ConCo, III. US 4692/12
1-170-03.txt, I. US 170/03,2005-11-24,ConCo, III US 70/97
4-3580-12_1.txt, IV. US 3580/12,2012-11-20,ConCo, III. US 106/11 a
1-3735-16_1.txt, I. US 3735/16,2017-05-16,ConCo,ci usneseni I. US 1614/16
1-204-05.txt, I. US 204/05,2006-01-18,ConCo, III. US 23/19
4-1345-15_1.txt, IV. US 1345/15,2015-08-13,ConCo, III. US 1854/10
4-1345-15_1.txt, IV. US 1345/15,2015-08-13,ConCo, IV. US 300/2004
4-363-05.txt, IV. US 363/05,2006-11-15,ConCo, I US 70/96
2-1213-07_1.txt, II. US 1213/07,2008-06-12,ConCo, III. US 62/05
2-1213-07_1.txt, II. US 1213/07,2008-06-12,ConCo, I US 86/06
1-439-02.txt, I. US 439/02,2002-08-14,ConCo, IV US 188/94
4-3267-17_1.txt, IV. US 3267/17,2017-10-24,ConCo, I. US 1941/17
4-313-04.txt, IV. US 313/04,2005-06-09,ConCo, Publ. in US sv. 10
4-313-04.txt, IV. US 313/04,2005-06-09,ConCo, Publ. in US sv. 5
4-2611-13_1.txt, IV. US 2611/13,2013-09-04,ConCo, I US 2394/12
3-171-99.txt, III. US 171/99,1999-05-04,ConCo, IV US 110/94
3-404-06.txt, III. US 404/06,2006-06-14,ConCo, III. US 440/06
