source_file,docket_number,date,court,reference
0007_3Ads_0800060A_prevedeno.txt,3 Ads 7/2008-60,2008-09-24,SupAdmCo,42 Cad 62/2006
0007_3Ads_0800060A_prevedeno.txt,3 Ads 7/2008-60,2008-09-24,SupAdmCo,4 Ads 22/2008
0069_6Ads_1000049A_prevedeno.txt,6 Ads 69/2010-49,2010-09-08,SupAdmCo,34 Cad 114/2009
0085_8Azs_0500101A_prevedeno.txt,8 Azs 85/2005-101,2006-02-17,SupAdmCo,3 Azs 12/2003
0013_2As__1600036_20160517083300_prevedeno.txt,2 As 13/2016-36,2016-05-11,SupAdmCo,8 As 17/2007
0056_6Azs_0500074A_prevedeno.txt,6 Azs 57/2005-69,2006-05-25,SupAdmCo,11 Az 193/2003
0106_3Ads_0800041A_prevedeno.txt,3 Ads 106/2008-41,2008-12-19,SupAdmCo,42 Cad 8/2007
0094_2Azs_0500038A_prevedeno.txt,2 Azs 94/2005-38,2005-06-02,SupAdmCo,4 Azs 26/2003
0094_2Azs_0500038A_prevedeno.txt,2 Azs 94/2005-38,2005-06-02,SupAdmCo,2 Azs 47/2003
0086_4Ads_1000_07693941_e64e_4e95_93f2_b47f10a02edc_prevedeno.txt,4 Ads 86/2010-36,2010-08-11,SupAdmCo,41 Ad 9/2010
0196_9Azs_0700077A_prevedeno.txt,9 Azs 196/2007-77,2008-01-31,SupAdmCo,59 Az 130/2005
0020_1Azs_0900068A_prevedeno.txt,1 Azs 20/2009-68,2009-05-19,SupAdmCo,2 Azs 47/2003
0187_4Azs_0600071A_prevedeno.txt,4 Azs 187/2006-71,2006-11-09,SupAdmCo,65 Az 2/2005
0042_2Azs_0900048A_prevedeno.txt,2 Azs 42/2009-48,2009-07-15,SupAdmCo,4 Azs 66/2006
0042_2Azs_0900048A_prevedeno.txt,2 Azs 42/2009-48,2009-07-15,SupAdmCo,56 Az 125/2008
0357_6Azs_0500076A_prevedeno.txt,6 Azs 357/2005-76,2006-11-26,SupAdmCo,60 Az 44/2005
0076_2Azs_0600044A_prevedeno.txt,2 Azs 76/2006-44,2006-05-18,SupAdmCo,60 Az 223/2004
0033_8Afs_110_20120514112555_prevedeno.txt,8 Afs 33/2011-99,2012-04-25,SupAdmCo,1 Afs 54/2004
0023_9Afs_100_20110708111753_prevedeno.txt,9 Afs 23/2010-60,2011-06-09,SupAdmCo,2 Azs 47/2003
0094_7Azs_0600048A_prevedeno.txt,7 Azs 94/2006-48,2006-06-29,SupAdmCo,61 Az 149/2004
0385_5Azs_0400074A_prevedeno.txt,5 Azs 385/2004-74,2005-04-12,SupAdmCo,4 Azs 195/2004
0064_8Azs_0700079A_prevedeno.txt,8 Azs 64/2007-79,2008-03-20,SupAdmCo,56 Az 347/2006
0061_1As__1700009_20170213142447_prevedeno.txt,1 As 61/2017-9,2017-02-09,SupAdmCo,Nao 232/14-1
0013_1Azs_1000053A_prevedeno.txt,1 Azs 13/2010-53,2010-05-26,SupAdmCo,2 Azs 47/2003
0019_8Azs_0900039A_prevedeno.txt,8 Azs 19/2009-39,2009-05-14,SupAdmCo,3 Azs 23/2004
0080_4Ads_0500029A_prevedeno.txt,4 Ads 80/2005-29,2005-09-20,SupAdmCo,2 Cad 52/2005
0131_0Nao_14_20140403153341_prevedeno.txt,Nao 131/2014-29,2014-04-03,SupAdmCo,59 Af 9/2014
0181_2Azs_0500052A_prevedeno.txt,2 Azs 181/2005-52,2005-08-18,SupAdmCo,62 Az 73/2004
0279_5As__1700034_20180720100656_20180720122039_prevedeno.txt,5 As 279/2017-34,2018-07-17,SupAdmCo,5 As 104/2014
0098_7As__100_20110222090649_prevedeno.txt,7 As 98/2010-67,2011-01-27,SupAdmCo,2 Azs 47/2003
0169_4As__1500034_20151005083420_prevedeno.txt,4 As 169/2015-34,2015-09-18,SupAdmCo,10 Af 17/2011
0097_0Nao_0800117_20160223144236_prevedeno.txt,Nao 97/2008-117,2008-09-25,SupAdmCo,52 Cad 37/2008
0013_2Azs_130_20131017095839_prevedeno.txt,2 Azs 13/2013-16,2013-11-15,SupAdmCo,3 Azs 3/2003
0036_7Azs_0900050A_prevedeno.txt,7 Azs 36/2009-50,2009-06-11,SupAdmCo,61 Az 114/2006
0047_8As__1500044_20150806104048_prevedeno.txt,8 As 47/2015-44,2015-07-30,SupAdmCo,2 Ao 2/2007
0192_7As__120_20130410102819_prevedeno.txt,7 As 192/2012-30,2013-03-13,SupAdmCo,2 Azs 47/2003
0192_7As__120_20130410102819_prevedeno.txt,7 As 192/2012-30,2013-03-13,SupAdmCo,2 Az 11/2012
0160_7As__120_20130111114352_prevedeno.txt,7 As 160/2012-41,2012-12-13,SupAdmCo,8 As 17/2007
0239_0Nad_1600051_20170112103742_prevedeno.txt,Nad 239/2016-51,2017-01-05,SupAdmCo,50 Af 14/2016
0014_3Azs_0700057A_prevedeno.txt,3 Azs 14/2007-57,2007-04-11,SupAdmCo,5 Azs 37/2003
0178_4Azs_0500036A_prevedeno.txt,4 Azs 178/2005-36,2005-11-14,SupAdmCo,46 Az 909/2003
0023_3Azs_1300001_prevedeno.txt,8 Azs 50/2006-36,2006-06-05,SupAdmCo,56 Az 133/2005
0247_2Azs_0500090A_prevedeno.txt,2 Azs 247/2005-90,2006-08-08,SupAdmCo,2 Azs 47/2003
0247_2Azs_0500090A_prevedeno.txt,2 Azs 247/2005-90,2006-08-08,SupAdmCo,4 Azs 26/2003
0178_5Azs_0500073A_prevedeno.txt,5 Azs 178/2005-73,2006-07-21,SupAdmCo,48 Az 197/2004
0005_0Nao_1500042_20150616080214_prevedeno.txt,Nao 5/2015-42,2015-06-11,SupAdmCo,Nad 61/2012
0079_8Azs_0600064A_prevedeno.txt,8 Azs 79/2006-64,2007-01-29,SupAdmCo,49 Az 5/2005
005710Afs_1700032_20171208113241_prevedeno.txt,10 Afs 57/2017-32,2017-11-30,SupAdmCo,65 Af 35/2015
0254_4Ads_1400026_20150323144809_prevedeno.txt,4 Ads 254/2014-26,2015-02-26,SupAdmCo,2 Azs 47/2003
0095_4Azs_0700086A_prevedeno.txt,4 Azs 95/2007-86,2008-02-14,SupAdmCo,3 Azs 12/2003
0095_4Azs_0700086A_prevedeno.txt,4 Azs 95/2007-86,2008-02-14,SupAdmCo,49 Az 3/2007
0162_7Afs_0500073A_prevedeno.txt,7 Afs 162/2005-73,2006-08-03,SupAdmCo,5 As 15/2003
0033_6Ads_1600030_20160413081713_prevedeno.txt,6 Ads 33/2016-30,2016-04-06,SupAdmCo,8 Ans 4/2012
0074_4Ads_0500057A_prevedeno.txt,4 Ads 74/2005-57,2006-01-26,SupAdmCo,32 Cad 50/2004
0077_7Azs_0500040A_prevedeno.txt,7 Azs 77/2005-40,2005-05-26,SupAdmCo,64 Az 68/2004
0025_7Azs_0900131A_prevedeno.txt,7 Azs 25/2009-131,2009-04-02,SupAdmCo,2 Ans 1/2005
0008_1Azs_1200003_prevedeno.txt,3 Azs 142/2006-52,2006-07-26,SupAdmCo,64 Az 7/2005
0053_9Afs_110_20120224112509_prevedeno.txt,9 Afs 53/2011-126,2012-02-16,SupAdmCo,2 Ans 1/2005
0012_2Azs_0600075A_prevedeno.txt,2 Azs 12/2006-75,2006-02-02,SupAdmCo,2 Azs 156/2004
0168_7Azs_0500048A_prevedeno.txt,7 Azs 168/2005-48,2005-11-27,SupAdmCo,47 Az 37/2004
